app_name,score,review_text,label,clean_review,text_len
toss,1,에효,1,에효,2
toss,1,토스증권에서 주식을 팔고 영업일 기준 이틀 뒤에 돈을 인출하려고 했으나 돈이 인출되지 않았습니다. 오류의 원인은 알려주지 않고 고객센터에 문의하라고 하더군요. 아무런 연락도 받지 못했습니다. 중요한 거래에 매매대금도 못쓰게 해서 속상하네요.. 이 얼마나 쓰레기같은 앱인가요.,2,토스증권에서 주식을 팔고 영업일 기준 이틀 뒤에 돈을 인출하려고 했으나 돈이 인출되지 않았습니다. 오류의 원인은 알려주지 않고 고객센터에 문의하라고 하더군요. 아무런 연락도 받지 못했습니다. 중요한 거래에 매매대금도 못쓰게 해서 속상하네요.. 이 얼마나 쓰레기같은 앱인가요.,153
kakaopay,1,광고에 마약관련 광고가 나오는데 검열이안되나요? 방송에서도 관련 광고에 문제가 나왔던것 같은데 이런광고를 사용하는 곳들도 문제가 있다고 생각됩니다.,2,광고에 마약관련 광고가 나오는데 검열이안되나요? 방송에서도 관련 광고에 문제가 나왔던것 같은데 이런광고를 사용하는 곳들도 문제가 있다고 생각됩니다.,82
toss,5,다른 건 다 좋은데 토스관련 교통카트 알림이 계속 뜨는 것이 불편합니다,2,다른 건 다 좋은데 토스관련 교통카트 알림이 계속 뜨는 것이 불편합니다,39
kakaopay,1,카카오증권 개장시 오류 자주발생 주식앱이 오전개장에 오류를 자주 재발시키는것은 어느시절의 운영인가 싶다,2,카카오증권 개장시 오류 자주발생 주식앱이 오전개장에 오류를 자주 재발시키는것은 어느시절의 운영인가 싶다,57
kbbank,1,접속 또안돼요 아진짜 미치겠네,2,접속 또안돼요 아진짜 미치겠네,16
toss,3,1. 만보기 복권을 긁으면 결과가 안뜨고 하얀화면만 나오고 뒤로가기하면 복권개수는 그대로 있음(계속 반복됨) 2. 돌려받기 에서는 내역 더보기 들어가서 하면 돌려받기 안됨 3. 고객센터 상담(채팅/전화)도 일시적인 오류라고 뜨고 연결안됨 ㅋㅋㅋ,2,1. 만보기 복권을 긁으면 결과가 안뜨고 하얀화면만 나오고 뒤로가기하면 복권개수는 그대로 있음 계속 반복됨 2. 돌려받기 에서는 내역 더보기 들어가서 하면 돌려받기 안됨 3. 고객센터 상담 채팅 전화 도 일시적인 오류라고 뜨고 연결안됨 ㅋㅋㅋ,135
kakaopay,1,빨리 정보 유출된 책임,1,빨리 정보 유출된 책임,12
toss,5,편리하고 좋은데 우리학교 급식 알림이 9시 반에 떠서 불편해요. 그 시간에 학생들은 학교에 있어서 알림을 못보는데,1,편리하고 좋은데 우리학교 급식 알림이 9시 반에 떠서 불편해요. 그 시간에 학생들은 학교에 있어서 알림을 못보는데,63
toss,1,만보기 적용되는 수치에 스마트워치도 좀 포함 해주세요.,1,만보기 적용되는 수치에 스마트워치도 좀 포함 해주세요.,30
kakaopay,1,조임 강도도 확인하고 가능한 한 추가하십시오.,1,조임 강도도 확인하고 가능한 한 추가하십시오.,25
kakaopay,3,만보기 만보걷고 아무리 걸음수 측정하기 해도 미션하고 포인트받기 활성화가 안되네요 활성화 좀 제대로 되게 해주세요,2,만보기 만보걷고 아무리 걸음수 측정하기 해도 미션하고 포인트받기 활성화가 안되네요 활성화 좀 제대로 되게 해주세요,63
kakaopay,1,갤럭시노트9인데 기계랑호환돼지않는다는데 정상적인거인가요?,1,갤럭시노트9인데 기계랑호환돼지않는다는데 정상적인거인가요?,31
toss,1,환급알림좀 그만보내세요 알림 선택끄기해도 계속 쳐와서 전체알림 껐습니다,2,환급알림좀 그만보내세요 알림 선택끄기해도 계속 쳐와서 전체알림 껐습니다,39
kbbank,4,편하게 쉽게 간단하게 예금예치했어요,0,편하게 쉽게 간단하게 예금예치했어요,19
toss,1,롤백회수는 ㅋㅋㅋ 한순간에 상승분 반납 하라고? 내 돈으로 돈 벌고 잡주 건들고 강 자려니깐 실수는 지들이하고 돈은 내가 갚으라는거 이건 진짜 운영 역겹다 자기내들 물린거만 쏙 빼가네,2,롤백회수는 ㅋㅋㅋ 한순간에 상승분 반납 하라고? 내 돈으로 돈 벌고 잡주 건들고 강 자려니깐 실수는 지들이하고 돈은 내가 갚으라는거 이건 진짜 운영 역겹다 자기내들 물린거만 쏙 빼가네,102
toss,2,다른 사람은 이것을 쓸 때 사용하지 않았지만 오늘은 처음 쓰고 있었지만 신한 카드 앱보다 사용하기 어렵고 현대 카드 앱과 비출 수 있습니다. 이것을 왜 쓰는가?,2,다른 사람은 이것을 쓸 때 사용하지 않았지만 오늘은 처음 쓰고 있었지만 신한 카드 앱보다 사용하기 어렵고 현대 카드 앱과 비출 수 있습니다. 이것을 왜 쓰는가?,89
toss,5,"다 좋은데, 어제 재설치 한 이후로 위젯이 말썽이네요. 주식 수익, 종목, 지수 위젯해둔거 새로고침을 누르면 로그인 다시 하라는 안내창이 나오네뇨",2,"다 좋은데, 어제 재설치 한 이후로 위젯이 말썽이네요. 주식 수익, 종목, 지수 위젯해둔거 새로고침을 누르면 로그인 다시 하라는 안내창이 나오네뇨",81
kbbank,5,따봉이에요,0,따봉이에요,5
kakaopay,3,앱이 점점 무거워지는 듯해요. 간단 메뉴가 아니라 복잡메뉴인듯 하네요. 개별 주식 정보란(차트) 오른쪽 상단에 있던 숫자 거래량도 사라지고 아쉽네요. 거래할 때 참고하기 좋았는데~,2,앱이 점점 무거워지는 듯해요. 간단 메뉴가 아니라 복잡메뉴인듯 하네요. 개별 주식 정보란 차트 오른쪽 상단에 있던 숫자 거래량도 사라지고 아쉽네요. 거래할 때 참고하기 좋았는데~,99
toss,3,내자산분석이 근 1년넘게 갱신이 안되는건가 싶네요. 저번달 대비 얼마 늘었는지를 알수가없어요.,2,내자산분석이 근 1년넘게 갱신이 안되는건가 싶네요. 저번달 대비 얼마 늘었는지를 알수가없어요.,52
kakaopay,1,이걸로 주식하는데 한번씩 연결 안됨 그리고 다시고침해도 똑같음 서비스가 뭐 이런지 서비스 개선좀해주세요,2,이걸로 주식하는데 한번씩 연결 안됨 그리고 다시고침해도 똑같음 서비스가 뭐 이런지 서비스 개선좀해주세요,57
toss,1,포인트받는거 거지처럼 해놓음 상품과 가격이같은가 ㅡ 아니오 상품 사진과 정답사진이같은가 ㅡ 아니오 정답넣으면 제대로인증 되는가ㅡ아니오 이래놓고 토스 쓰라고 ㅋㅋㅋ 저런거 하나못하면서 뭐 믿고 페이스 등록하고 돈 넣어서 보관함?? 시간이 아까움,2,포인트받는거 거지처럼 해놓음 상품과 가격이같은가 ㅡ 아니오 상품 사진과 정답사진이같은가 ㅡ 아니오 정답넣으면 제대로인증 되는가ㅡ아니오 이래놓고 토스 쓰라고 ㅋㅋㅋ 저런거 하나못하면서 뭐 믿고 페이스 등록하고 돈 넣어서 보관함?? 시간이 아까움,135
toss,4,아니 나도 만보기 100일 찍고 싶은데 한 14일만 넘어가면 자꾸 2일차로 만듦,2,아니 나도 만보기 100일 찍고 싶은데 한 14일만 넘어가면 자꾸 2일차로 만듦,44
toss,1,"곧 보증서는 것도 친구의 금융 실적에 따라 보상을 받으실 수 있어요! 친구와 우정 테스트하기, 공유하고 1회 더 돌리기 이런걸로 은근슬쩍 사기칠듯. 사용자에게 유해한 부분은 작게 약관 동의로 안내되어있고 ㅇㅇ 빡쳐서 앱삭할듯. 무슨 uxui 선두주자야 이게 그냥 다크패턴 사기꾼이지.",2,"곧 보증서는 것도 친구의 금융 실적에 따라 보상을 받으실 수 있어요! 친구와 우정 테스트하기, 공유하고 1회 더 돌리기 이런걸로 은근슬쩍 사기칠듯. 사용자에게 유해한 부분은 작게 약관 동의로 안내되어있고 ㅇㅇ 빡쳐서 앱삭할듯. 무슨 uxui 선두주자야 이게 그냥 다크패턴 사기꾼이지.",158
kakaopay,1,요즘 계속 결제하기 외에는 렉 걸려서 아무것도 할 수가 없어요...제거하고 다시 설치해야 해소되는데 이게 계속 반복되네요...,2,요즘 계속 결제하기 외에는 렉 걸려서 아무것도 할 수가 없어요..제거하고 다시 설치해야 해소되는데 이게 계속 반복되네요..,68
toss,5,"빠른 답변 감사합니다. 전부터 2,3일에 한번씩 로딩도 안되고 검정화면만 뜨거나, 혹은 화면은 뜨는데 로딩바가 움직이지 않은 상태로 넘어가지지 않는 광고들이 떠서 알려주신 대처방법을 한 뒤에 또 나타날지는 모르겠네요. 해당 버그 말고도 30초 광고를 본 후 선물상자를 받는것도 광고를 다 보고 생성된 닫기버튼을 누르면 보상을 못받고 광고를 보라는 버튼이 다시 생겨서 광고를 봐도 보상을 못받는 버그도 있었습니다. 3,4번 정도 계속 시도해도 변하는게 없었고요. 일단 계속 사용하면서 지켜보겠습니다.",1,"빠른 답변 감사합니다. 전부터 2,3일에 한번씩 로딩도 안되고 검정화면만 뜨거나, 혹은 화면은 뜨는데 로딩바가 움직이지 않은 상태로 넘어가지지 않는 광고들이 떠서 알려주신 대처방법을 한 뒤에 또 나타날지는 모르겠네요. 해당 버그 말고도 30초 광고를 본 후 선물상자를 받는것도 광고를 다 보고 생성된 닫기버튼을 누르면 보상을 못받고 광고를 보라는 버튼이 다시 생겨서 광고를 봐도 보상을 못받는 버그도 있었습니다. 3,4번 정도 계속 시도해도 변하는게 없었고요. 일단 계속 사용하면서 지켜보겠습니다.",278
kakaopay,1,광고로x계정해킹당함,1,광고로x계정해킹당함,10
kakaopay,1,설치하고 인증을 마쳤지만 통합 계좌 관리 설치 후 앱이 사라졌습니다. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 삭제도 안됩니다. 찾을 수 없거나 지울 수 없습니다. 이게 뭐야? 해결 방법을 알려주세요.,1,설치하고 인증을 마쳤지만 통합 계좌 관리 설치 후 앱이 사라졌습니다. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 삭제도 안됩니다. 찾을 수 없거나 지울 수 없습니다. 이게 뭐야? 해결 방법을 알려주세요.,123
kbbank,2,"로그인시 앱이 강제되는 경우 해결할 수 있는 방법이 어떤게 있습니까? 앱 재설치, 공인인증서 재발급, 폰 껐다 켜기, 와이파이가 아닌 데이터 이용하기 등 해보았으나 해결이 안됩니다.",1,"로그인시 앱이 강제되는 경우 해결할 수 있는 방법이 어떤게 있습니까? 앱 재설치, 공인인증서 재발급, 폰 껐다 켜기, 와이파이가 아닌 데이터 이용하기 등 해보았으나 해결이 안됩니다.",101
kakaopay,1,주식 로고좀 빨리 고쳐주세요;; 헷갈러죽겠어요 돈 다잃겠다 18,2,주식 로고좀 빨리 고쳐주세요 헷갈러죽겠어요 돈 다잃겠다 18,33
kakaopay,1,광고비는 받았을껀데 리워드는 없는 수준. 인터페이스도 그지 같음. 기껏 틀어놨더니 로딩하다가 실패해서 리워드도 못받는 경우 종종 있음. 이게 받는수준인건지 모를 수준으로 주면서 실패하고 광고만 보고 받지도 못함. 현타옴. 빡침. 이제 광고보기 안한다. 결제 리워드도 사라짐 타사 페이로 가야지.,2,광고비는 받았을껀데 리워드는 없는 수준. 인터페이스도 그지 같음. 기껏 틀어놨더니 로딩하다가 실패해서 리워드도 못받는 경우 종종 있음. 이게 받는수준인건지 모를 수준으로 주면서 실패하고 광고만 보고 받지도 못함. 현타옴. 빡침. 이제 광고보기 안한다. 결제 리워드도 사라짐 타사 페이로 가야지.,164
toss,5,지원금 확인하여 보여 주세요,1,지원금 확인하여 보여 주세요,15
kakaopay,1,결제를 들어가게 되면 본인카드 화면 창을 먼저 뜨게하는게 맞는거 아닌가요? 카드결제 할려면 두번더 찿아들어가야하는데 페이머니와 카드 결제 를 설정에서 선택할수있게 해주시면 감사하겠습니다.,1,결제를 들어가게 되면 본인카드 화면 창을 먼저 뜨게하는게 맞는거 아닌가요? 카드결제 할려면 두번더 찿아들어가야하는데 페이머니와 카드 결제 를 설정에서 선택할수있게 해주시면 감사하겠습니다.,104
toss,3,"일주일전부터 휴대폰 베터리 관련 기능에서 토스어플 백그라운드 베터리 사용량이 많다고 경고 문구가 뜨면서 초절전 상태로 전환하라고 문구가 뜨고, 토스어플 사용시 애니메이션 효과가 현저히 느린 현상이 발생하고 있는데 무슨이유인지 모르겠네요... 제 휴대폰기종은 갤럭시 폴드7 입니다.",1,"일주일전부터 휴대폰 베터리 관련 기능에서 토스어플 백그라운드 베터리 사용량이 많다고 경고 문구가 뜨면서 초절전 상태로 전환하라고 문구가 뜨고, 토스어플 사용시 애니메이션 효과가 현저히 느린 현상이 발생하고 있는데 무슨이유인지 모르겠네요.. 제 휴대폰기종은 갤럭시 폴드7 입니다.",155
toss,1,페이스 찝찝하다는 분들 댓글은 무시하고 계속 등록하라고 뜨네요 불편하게 느끼는사람에게 이렇게 까지 계속 여기저기서 뜨면 어찌하라는겁니까,2,페이스 찝찝하다는 분들 댓글은 무시하고 계속 등록하라고 뜨네요 불편하게 느끼는사람에게 이렇게 까지 계속 여기저기서 뜨면 어찌하라는겁니까,75
kakaopay,1,자동펀드투자하려는데 간이투자설명서를 아무리 읽고 확인을 터치해도 체크가안되서 진행을 못하고 있어요 어떻게 해결하나요 다른것들도 잘됩니다,1,자동펀드투자하려는데 간이투자설명서를 아무리 읽고 확인을 터치해도 체크가안되서 진행을 못하고 있어요 어떻게 해결하나요 다른것들도 잘됩니다,75
kbbank,5,걱정했는데 순조롭게 잘 가입되네요 감사합니다,0,걱정했는데 순조롭게 잘 가입되네요 감사합니다,24
toss,1,"광고 소문에 인앱 팝업 사기, 페이 스페이 강요",2,"광고 소문에 인앱 팝업 사기, 페이 스페이 강요",26
kakaopay,1,충전 누르면 편의점에서 충전하기도 보여주든가 개불편하게 없뎃해놨네,2,충전 누르면 편의점에서 충전하기도 보여주든가 개불편하게 없뎃해놨네,36
kakaopay,1,벌써 7번째 재설치 렉이 걸리면 쓸수있겠냐고요,2,벌써 7번째 재설치 렉이 걸리면 쓸수있겠냐고요,25
kakaopay,3,카카오페이 같은 서비스가 모바일 신분증 본인 인증 구현이 안돼있다는게 충격적이네요.. 정보 재확인 기간 지나서 새로 본인 정보 입력하는데 실물 신분증 없어서 송금하는데 애먹었네요..,2,카카오페이 같은 서비스가 모바일 신분증 본인 인증 구현이 안돼있다는게 충격적이네요.. 정보 재확인 기간 지나서 새로 본인 정보 입력하는데 실물 신분증 없어서 송금하는데 애먹었네요..,101
kakaopay,1,왜 지산관리 서비스 해지할려는데 원활한 이용이 안된다면서 해결못하게 하냐,2,왜 지산관리 서비스 해지할려는데 원활한 이용이 안된다면서 해결못하게 하냐,40
kbbank,1,잘되던 앱이 5월1일부터 응답코드 AP011 캐시쿠키삭제해도 다른그어떤 메뉴를 눌러도 에러메세지가나며 눌러지지가 않아요 빨리 수정좀 해주세요,2,잘되던 앱이 5월1일부터 응답코드 AP011 캐시쿠키삭제해도 다른그어떤 메뉴를 눌러도 에러메세지가나며 눌러지지가 않아요 빨리 수정좀 해주세요,78
toss,3,만보기 복권하는데 페이스패이 설정이 복권하나 긁을때마나 나옵니다 굉장히 번거롭게... 안하는사람들은 무조건해라 이건가요?적당히 나왔음 좋겠네요,2,만보기 복권하는데 페이스패이 설정이 복권하나 긁을때마나 나옵니다 굉장히 번거롭게.. 안하는사람들은 무조건해라 이건가요?적당히 나왔음 좋겠네요,78
kakaopay,3,만보기 왜이래요 체크안되는데,1,만보기 왜이래요 체크안되는데,15
kakaopay,2,업데이트 된 후 실시간으로 얼마나 많은 양이 거래되는지 확인할 수 없습니다.,1,업데이트 된 후 실시간으로 얼마나 많은 양이 거래되는지 확인할 수 없습니다.,42
kakaopay,4,위젯 투명도 조절 가능하게 해주면 5점 줌,1,위젯 투명도 조절 가능하게 해주면 5점 줌,23
kakaopay,1,업데이트 했는데도 증권 안들어가짐,2,업데이트 했는데도 증권 안들어가짐,18
toss,1,내돈 내가 이체하겄다고 하는데...지들이 뭔데..신분증을 두번이나 확인하고 개인정보를 확인하냐...드럽게,2,내돈 내가 이체하겄다고 하는데..지들이 뭔데..신분증을 두번이나 확인하고 개인정보를 확인하냐..드럽게,56
kakaopay,4,"주소변경 시 상세주소 입력이 안 되는데요? 입력하면 글자든 숫자든 떠야 하는데 아무것도 안 떠요,",1,"주소변경 시 상세주소 입력이 안 되는데요? 입력하면 글자든 숫자든 떠야 하는데 아무것도 안 떠요,",54
kakaopay,3,아오그냥 너무불편해요. 불필요한 내용좀 줄이고 카카오뱅크랑 뭘 결합하던가 해줬으면 좋겠어요. 둘이 뭔 호환도 잘 안되고 예적금은 카뱅 페이나 증권은 페이앱으로 들어와야 되는게 너무 융통성 없어보여요 불필요한 광고줄이고 카뱅이랑 통합해서 쓰기쉽게 인터페이스 만들면 5점짜리인데,2,아오그냥 너무불편해요. 불필요한 내용좀 줄이고 카카오뱅크랑 뭘 결합하던가 해줬으면 좋겠어요. 둘이 뭔 호환도 잘 안되고 예적금은 카뱅 페이나 증권은 페이앱으로 들어와야 되는게 너무 융통성 없어보여요 불필요한 광고줄이고 카뱅이랑 통합해서 쓰기쉽게 인터페이스 만들면 5점짜리인데,153
kbbank,5,고객을 배려하는 정성이 느껴졌습니다. 고맙습니다.,0,고객을 배려하는 정성이 느껴졌습니다. 고맙습니다.,27
kakaopay,3,뭐만하면 입금은행 엄무 종료임;;;,1,뭐만하면 입금은행 엄무 종료임,16
kakaopay,1,만보기포인트너무 짜네요 만보에10포인트주삼,2,만보기포인트너무 짜네요 만보에10포인트주삼,23
kakaopay,1,또업그레이하고 참나 웃기네 진짜 가만히 좀있길 추가기능은 안에서 알아서 만들길 무슨대단한일이라고 업그레이드 하노 가만히 좀 있어라 업그레이드 말만들어도 짜증나니깐 앱안에서 해결 해라 내가공부만 잘했어도 자주 업그레이드 안하겠다참 웃기네 돈장사는 어쩔수없는 모양이다,2,또업그레이하고 참나 웃기네 진짜 가만히 좀있길 추가기능은 안에서 알아서 만들길 무슨대단한일이라고 업그레이드 하노 가만히 좀 있어라 업그레이드 말만들어도 짜증나니깐 앱안에서 해결 해라 내가공부만 잘했어도 자주 업그레이드 안하겠다참 웃기네 돈장사는 어쩔수없는 모양이다,147
toss,2,무슨 만보기 복권하나 받고 긁기 힘들다 꼴랑 10~20원 주면서 영상봐야 복권긁기되고 영상 누루면 5~6번 해도 계속 먹통 수준 아 욕이 절로 나옴 왜만든거임? 너무 앱들이 안되서 삭제했다가 다시들어가면 포인트받았던것들 다 사라져서 다시 첨부터 리셋 이런 🐕 같은 경우가 다있네,2,무슨 만보기 복권하나 받고 긁기 힘들다 꼴랑 10~20원 주면서 영상봐야 복권긁기되고 영상 누루면 5~6번 해도 계속 먹통 수준 아 욕이 절로 나옴 왜만든거임? 너무 앱들이 안되서 삭제했다가 다시들어가면 포인트받았던것들 다 사라져서 다시 첨부터 리셋 이런 같은 경우가 다있네,153
kakaopay,1,너무하네요,2,너무하네요,5
kakaopay,1,생각없이 가입한 계정이랑 옛날에 쓰던번호때문에 내가 몇년째 계정을 못찾고 있어요,1,생각없이 가입한 계정이랑 옛날에 쓰던번호때문에 내가 몇년째 계정을 못찾고 있어요,44
kbbank,1,기술도 없는 은행은 쓰레기 앱의 얼굴도 제대로 인증하지 못하면서 왜 고객 인증을 하는 걸까.,2,기술도 없는 은행은 쓰레기 앱의 얼굴도 제대로 인증하지 못하면서 왜 고객 인증을 하는 걸까.,51
kakaopay,1,설치해서 인증도 끝났는데 통합계좌관리 설치 후 앱이 사라졌어요. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 제거도 안돼요. 찾을 수도 없고 지울 수도 없고 이게 뭔 일이래요? 해결 방법을 알려주세요.,1,설치해서 인증도 끝났는데 통합계좌관리 설치 후 앱이 사라졌어요. 설정에서도 안나오고 스토어에서 검색하면 설치되었다고 나오는데 제거도 안돼요. 찾을 수도 없고 지울 수도 없고 이게 뭔 일이래요? 해결 방법을 알려주세요.,121
toss,1,일주일 방문미션 이따위로 관리할래? 도보거리 측정은 가게 이름이 안하고 그 도시에 모든지역업종 다나오게하고. 저장하는건 했는데도 불구 안됨 ㅡㅡ 오류범벅이다. 담당 잘라.,2,일주일 방문미션 이따위로 관리할래? 도보거리 측정은 가게 이름이 안하고 그 도시에 모든지역업종 다나오게하고. 저장하는건 했는데도 불구 안됨 ㅡㅡ 오류범벅이다. 담당 잘라.,95
kakaopay,1,복잡해집니다.,2,복잡해집니다.,7
toss,1,앱을 올바르게 관리하세요. 점점 더 느려지고 업데이트할 때마다 더 불편하고 느려집니다. 알람을 끄면 또 다른 광고가 생성되어 짜증나게 광고가 뜹니다. 만보계 광고를 보거나 20원을 주거나 몇원을 주는 이벤트를 보더라도 두세번 씹히면 앱을 정말 지우고 싶지 않습니다. 하하. 토스를 켠 친구가 알람이 울린 후 1초 만에 바로 가도 실제로는 올라오지 않습니다. 그렇다면 왜 굳이 알람을 보내야 할까요?,2,앱을 올바르게 관리하세요. 점점 더 느려지고 업데이트할 때마다 더 불편하고 느려집니다. 알람을 끄면 또 다른 광고가 생성되어 짜증나게 광고가 뜹니다. 만보계 광고를 보거나 20원을 주거나 몇원을 주는 이벤트를 보더라도 두세번 씹히면 앱을 정말 지우고 싶지 않습니다. 하하. 토스를 켠 친구가 알람이 울린 후 1초 만에 바로 가도 실제로는 올라오지 않습니다. 그렇다면 왜 굳이 알람을 보내야 할까요?,222
toss,1,알림이 오지 않습니다. 설정은 기기이며 앱이며 배터리로 모두 설정됩니다.,1,알림이 오지 않습니다. 설정은 기기이며 앱이며 배터리로 모두 설정됩니다.,40
toss,1,뭔 환급금 조회하려고 동의누르고 진행해도 처음으로 돌아가고 무한반복이네,2,뭔 환급금 조회하려고 동의누르고 진행해도 처음으로 돌아가고 무한반복이네,39
toss,1,고양이 키우고 간식 받기 서비스의 사료랑 랜덤 상자 받으려고 해도 안 받아집니다. 5초짜리 광고 다 봤는데도 사료받기가 안 되고 랜덤상자가 안 열립니다. 이런 적이 한 두번이 아니에요... 신속히 문제 해결 부탁드립니다.,2,고양이 키우고 간식 받기 서비스의 사료랑 랜덤 상자 받으려고 해도 안 받아집니다. 5초짜리 광고 다 봤는데도 사료받기가 안 되고 랜덤상자가 안 열립니다. 이런 적이 한 두번이 아니에요.. 신속히 문제 해결 부탁드립니다.,122
toss,1,증권차트 선택 기간이랑 차트가 맞지 않음 ex) 일 기준 차트 선택 -> 실제 차트는 월 기준,1,증권차트 선택 기간이랑 차트가 맞지 않음 ex 일 기준 차트 선택 실제 차트는 월 기준,48
toss,1,토스증권에서 출금하려는데 신분증 촬영 요구해서 내돈도 못쓰게 하네 군인인데 촬영을 어떻게 함,2,토스증권에서 출금하려는데 신분증 촬영 요구해서 내돈도 못쓰게 하네 군인인데 촬영을 어떻게 함,51
kakaopay,1,저기요 계속 카카오페이증권 서버터지는데 손실 어떻게 보성하실거에요?,2,저기요 계속 카카오페이증권 서버터지는데 손실 어떻게 보성하실거에요?,37
kakaopay,1,k패스 충전해야되는데 앱이 안열리네요. 카톡으로 갔다가 페이로 가는 우회경로로 되네요,1,k패스 충전해야되는데 앱이 안열리네요. 카톡으로 갔다가 페이로 가는 우회경로로 되네요,47
kakaopay,1,불편하기 때문에 사용할 수 없습니다.,2,불편하기 때문에 사용할 수 없습니다.,20
kbbank,1,자꾸튕겨나가져요 인증할 수가없어요,2,자꾸튕겨나가져요 인증할 수가없어요,18
kakaopay,2,광고가 안꺼져요,1,광고가 안꺼져요,8
toss,4,교통카드도 되고 좋긴한데 가끔씩 유효하지 않다면서 충전이 안될때가 있어요..그리고 예전에 제 친구가 토스한테 생일선물이라고 10만원을 받았다는데 뭐죠 그래도 쓸만합니다!,1,교통카드도 되고 좋긴한데 가끔씩 유효하지 않다면서 충전이 안될때가 있어요..그리고 예전에 제 친구가 토스한테 생일선물이라고 10만원을 받았다는데 뭐죠 그래도 쓸만합니다!,94
toss,2,3년째 쓰고있는데 몇일전부터 오류인지 지속적인 미션 페이지가 이상한 형태로 나옴 활성화가 잘 안되어 있음 ! ! ! ! 긴급점검 하시오,2,3년째 쓰고있는데 몇일전부터 오류인지 지속적인 미션 페이지가 이상한 형태로 나옴 활성화가 잘 안되어 있음 ! ! ! ! 긴급점검 하시오,75
kakaopay,1,카카오페이가 열리지 않아요,2,카카오페이가 열리지 않아요,14
kbbank,5,신속처리,0,신속처리,4
toss,5,앞전과 이번업데이트가 99%에서 더이상 진행이 안됨 그리고 너무 앱내 공지(혜택?알림)이 많음-,2,앞전과 이번업데이트가 99%에서 더이상 진행이 안됨 그리고 너무 앱내 공지 혜택?알림 이 많음,52
kbbank,4,진행에 따라 자세한 내용이 공지되어 이해하기 좋아요,0,진행에 따라 자세한 내용이 공지되어 이해하기 좋아요,28
kakaopay,2,카카오증권에서 보유종목이 안보이는 오류도있고. 이전버전에서처럼 호가창에서 다른종목 열려면 바로 이동못하고 팝업을거쳐야해서 매수 타이밍이늦습니다.접수창에서도 다른종목이동하던기능이 삭제되어 어려워짐.,1,카카오증권에서 보유종목이 안보이는 오류도있고. 이전버전에서처럼 호가창에서 다른종목 열려면 바로 이동못하고 팝업을거쳐야해서 매수 타이밍이늦습니다.접수창에서도 다른종목이동하던기능이 삭제되어 어려워짐.,109
toss,5,은행의 번거로움에서 해방된 기분입니다,0,은행의 번거로움에서 해방된 기분입니다,20
toss,1,"초반 핵심적 금융 기능에서 잡다하게 뭐가 많아진다 싶더니 광고가 미친듯이 많아지다가 이젠 심지어 ""물뽕"" 광고가 나오네요? 미친건가?",2,초반 핵심적 금융 기능에서 잡다하게 뭐가 많아진다 싶더니 광고가 미친듯이 많아지다가 이젠 심지어 물뽕 광고가 나오네요? 미친건가?,72
kbbank,5,사용하기 너무 편해요~~^^,0,사용하기 너무 편해요~~,13
kakaopay,1,K패스 충전하려니까 로딩이 먹통이네요 열받아요,2,K패스 충전하려니까 로딩이 먹통이네요 열받아요,25
toss,5,너무 느려요 아예 안들어가집니다. 정말 편하게 쓰고 있었는데 특히 새벽시간대에 뭐 확인할려고 치면 아예 안들어가져요 캐시 삭제니 뭐니 다 해도 안들어가집니다.,2,너무 느려요 아예 안들어가집니다. 정말 편하게 쓰고 있었는데 특히 새벽시간대에 뭐 확인할려고 치면 아예 안들어가져요 캐시 삭제니 뭐니 다 해도 안들어가집니다.,88
toss,1,자산에서 타증권사 주식현황이 업뎃 안된지 며칠째 타 증권사 앱이 있지만 토스에서 내 전체 자산이 틀리게 보이니 짜증남 그것도 메인페이지 최상단 ㅋ 말 되나?,2,자산에서 타증권사 주식현황이 업뎃 안된지 며칠째 타 증권사 앱이 있지만 토스에서 내 전체 자산이 틀리게 보이니 짜증남 그것도 메인페이지 최상단 ㅋ 말 되나?,87
toss,1,"수많은 앱을 사용하고 있습니다만, 리뷰 처음 쓴 세금 환금액 아무리 떠나 신청하면서 수수료처에 결제했는데, 환불 실패라고 안내 메시지를 돌려줄 수 있다고 말하지 않고 가능성이 있거나 실패할 수 있다고 했는지, 왜 실패했는지 확인할 수 없고, 연락을 취소한 같은 회사가 아니라고 말해, 국가는 이런 것을 허가해 국민의 등을 빼내 완전 사기사이다",2,"수많은 앱을 사용하고 있습니다만, 리뷰 처음 쓴 세금 환금액 아무리 떠나 신청하면서 수수료처에 결제했는데, 환불 실패라고 안내 메시지를 돌려줄 수 있다고 말하지 않고 가능성이 있거나 실패할 수 있다고 했는지, 왜 실패했는지 확인할 수 없고, 연락을 취소한 같은 회사가 아니라고 말해, 국가는 이런 것을 허가해 국민의 등을 빼내 완전 사기사이다",191
kakaopay,1,개인정보 중국에 팔아 넘기는 이적기업 앱!,1,개인정보 중국에 팔아 넘기는 이적기업 앱!,23
toss,2,토스뱅크 광고 그만 좀 해라. +알림말고 인앱광고...😑,2,토스뱅크 광고 그만 좀 해라. 알림말고 인앱광고..,28
kbbank,5,쓰기편해요,0,쓰기편해요,5
